Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
United Kingdom,13.8599996566772,15.6400003433228,17.4500007629395,16.3299999237061,15.5200004577637,14.8999996185303,13.5100002288818,12.3500003814697,12.3400001525879,11.9399995803833,10.25,10.8299999237061,11.2600002288818,10.6199998855591,12.5900001525879,13.7600002288818,14.0900001525879,14.8199996948242,18.8899993896484,19.6599998474121,21.1100006103516,21.0699996948242,20.5499992370605,16.8700008392334,14.5600004196167,12.9300003051758,12.0299997329712,11.2200002670288,11.0799999237061
Greece,23.3999996185303,23.7999992370605,25.7999992370605,26.6299991607666,26.7099990844727,29.7700004577637,29.7900009155273,28.8400001525879,30.8299999237061,28.7700004577637,27.6700000762939,25.6100006103516,25.2700004577637,25.9599990844727,25.6700000762939,24.7600002288818,22.4899997711182,21.6599998474121,25.4400005340576,32.6199989318848,44.2999992370605,54.9900016784668,58.0,52.3199996948242,49.7200012207031,47.2200012207031,43.4700012207031,39.7400016784668,35.1100006103516
Hungary,19.2099990844727,18.6499996185303,22.75,20.7900009155273,18.5900001525879,19.2600002288818,16.8600006103516,15.2399997711182,12.3000001907349,12.3199996948242,10.6400003433228,11.3500003814697,12.789999961853,14.3599996566772,19.3500003814697,19.1800003051758,18.0799999237061,19.5799999237061,26.5200004577637,26.4799995422363,25.9899997711182,28.1700000762939,26.4899997711182,20.3099994659424,17.2099990844727,12.8699998855591,10.6599998474121,10.1499996185303,11.3999996185303
Ireland,22.4500007629395,22.0400009155273,24.1100006103516,22.2000007629395,18.2399997711182,17.5400009155273,15.3699998855591,11.0799999237061,8.3100004196167,6.32000017166138,5.94000005722046,7.48000001907349,7.82999992370605,8.01000022888184,8.23999977111816,8.27999973297119,9.22000026702881,13.6199998855591,24.7199993133545,28.25,29.6200008392334,30.8700008392334,26.8500003814697,23.5699996948242,20.3899993896484,16.8899993896484,14.4799995422363,13.8500003814697,12.5600004196167
Iceland,4.8899998664856,9.81999969482422,9.90999984741211,11.4799995422363,11.8100004196167,8.4399995803833,7.90999984741211,6.84000015258789,4.21000003814697,4.28999996185303,4.88000011444092,6.21999979019165,12.3900003433228,11.8599996566772,7.07000017166138,7.86999988555908,6.59999990463257,7.82999992370605,15.4499998092651,15.8900003433228,14.210000038147,13.2600002288818,10.4499998092651,9.60999965667725,8.60000038146973,6.32999992370605,7.55999994277954,5.90999984741211,8.47999954223633
Israel,22.0900001525879,22.6200008392334,20.6800003051758,16.6599998474121,14.9200000762939,13.539999961853,15.0100002288818,16.9500007629395,16.7000007629395,17.2800006866455,18.6399993896484,20.7600002288818,22.3299999237061,20.6100006103516,17.8299999237061,18.4200000762939,16.2800006866455,12.5,14.7399997711182,14.2700004577637,11.8599996566772,12.1800003051758,10.5699996948242,10.6199998855591,9.32999992370605,8.64000034332275,7.26999998092651,7.15000009536743,6.67999982833862
Italy,28.4799995422363,28.1000003814697,30.0599994659424,31.7399997711182,33.4500007629395,34.7900009155273,34.6599998474121,33.9000015258789,33.060001373291,31.5300006866455,27.8099994659424,27.1399993896484,26.9500007629395,24.3799991607666,24.0900001525879,21.75,20.3199996948242,21.1599998474121,25.3099994659424,27.8999996185303,29.1900005340576,35.4000015258789,40.1599998474121,42.7900009155273,40.4099998474121,37.810001373291,34.7700004577637,32.2200012207031,29.2199993133545
Japan,4.48999977111816,4.51999998092651,5.01999998092651,5.57999992370605,6.19000005722046,6.67000007629395,6.67999982833862,7.69999980926514,9.18000030517578,9.09000015258789,9.57999992370605,9.97999954223633,10.2200002670288,9.44999980926514,8.65999984741211,7.94999980926514,7.80000019073486,7.26999998092651,9.18000030517578,9.47000026702881,8.01000022888184,7.98000001907349,6.78999996185303,6.32999992370605,5.53999996185303,5.09000015258789,4.59000015258789,3.57999992370605,3.89000010490417
"Korea, Rep.",6.96999979019165,7.30000019073486,8.56999969482422,6.94999980926514,6.01000022888184,5.84999990463257,7.28000020980835,15.460000038147,13.6999998092651,10.5200004577637,10.0299997329712,8.43000030517578,9.93000030517578,10.3100004196167,9.88000011444092,9.84000015258789,8.40999984741211,9.22000026702881,9.64000034332275,9.57999992370605,9.56999969482422,8.86999988555908,9.18000030517578,9.86999988555908,9.85999965667725,10.1099996566772,9.75,10.1000003814697,9.81999969482422
Lithuania,4.01999998092651,4.40999984741211,25.9500007629395,25.6100006103516,31.0400009155273,29.1299991607666,25.6800003051758,25.25,25.4599990844727,28.5599994659424,31.5599994659424,20.3999996185303,26.8999996185303,20.25,15.75,9.97999954223633,8.39999961853027,13.3800001144409,29.6000003814697,35.7200012207031,32.5499992370605,26.6700000762939,21.9099998474121,19.2600002288818,16.2800006866455,14.4300003051758,13.2399997711182,11.1099996566772,11.8699998855591
Luxembourg,2.64000010490417,3.69000005722046,4.34000015258789,7.90000009536743,7.28000020980835,9.27000045776367,7.28000020980835,6.40999984741211,6.76999998092651,6.38000011444092,6.34000015258789,6.94000005722046,10.8800001144409,16.7999992370605,13.6499996185303,16.0400009155273,15.0100002288818,17.5799999237061,17.0300006866455,14.1499996185303,16.7099990844727,18.5499992370605,15.3699998855591,22.0200004577637,17.2399997711182,18.6800003051758,15.2600002288818,14.0799999237061,16.8199996948242
Latvia,7.30999994277954,14.7200002670288,31.0100002288818,33.6800003051758,34.2000007629395,36.9500007629395,27.5499992370605,26.9699993133545,23.5699996948242,21.2800006866455,24.1599998474121,25.2299995422363,20.3899993896484,21.7800006866455,15.1300001144409,13.6000003814697,10.5600004196167,13.6400003433228,33.3699989318848,36.1300010681152,30.9699993133545,28.5,23.2099990844727,19.5699996948242,16.2800006866455,17.2199993133545,16.9300003051758,12.1899995803833,12.4799995422363
Mexico,5.55999994277954,5.6100001335144,5.6100001335144,7.40999984741211,11.6899995803833,9.61999988555908,7.65999984741211,6.71000003814697,4.23999977111816,5.23000001907349,4.96999979019165,6.09000015258789,7.1100001335144,8.22000026702881,6.8899998664856,7.0,7.1399998664856,7.6100001335144,10.039999961853,9.72999954223633,9.78999996185303,9.36999988555908,9.39000034332275,9.39999961853027,8.51000022888184,7.6100001335144,6.82999992370605,6.82000017166138,7.15000009536743
Netherlands,11.1000003814697,8.13000011444092,10.460000038147,11.3400001525879,12.1300001144409,11.4300003051758,9.73999977111816,8.73999977111816,7.36999988555908,5.25,4.38000011444092,4.57999992370605,6.59000015258789,8.01000022888184,11.8599996566772,10.0100002288818,9.35000038146973,8.56999969482422,10.1899995803833,11.0699996948242,9.98999977111816,11.6999998092651,13.1700000762939,12.7200002670288,11.25,10.8299999237061,8.88000011444092,7.19000005722046,6.76999998092651
Norway,12.6099996566772,13.6700000762939,13.710000038147,12.4399995803833,18.9500007629395,15.1400003433228,14.6599998474121,12.5200004577637,12.0500001907349,10.9300003051758,12.0,12.8599996566772,11.7299995422363,12.6599998474121,11.3599996566772,8.72000026702881,7.36999988555908,7.46000003814697,9.14999961853027,9.27999973297119,8.64000034332275,8.43000030517578,9.09000015258789,7.82999992370605,9.86999988555908,11.0900001525879,10.3000001907349,9.63000011444092,9.88000011444092
New Zealand,19.3400001525879,19.1800003051758,17.8899993896484,15.4700002670288,12.2700004577637,12.25,13.6199998855591,15.0200004577637,14.1599998474121,13.5,12.1000003814697,11.7600002288818,10.5200004577637,9.68000030517578,9.76000022888184,9.93000030517578,10.0500001907349,11.3199996948242,16.6200008392334,17.2999992370605,17.4500007629395,17.9400005340576,15.0,13.8800001144409,13.7299995422363,13.3500003814697,12.8800001144409,11.6999998092651,11.1599998474121
Poland,28.4500007629395,27.4400005340576,29.6599998474121,32.0999984741211,30.8099994659424,28.2199993133545,22.5200004577637,21.0599994659424,29.1299991607666,35.1800003051758,38.6800003051758,41.0200004577637,41.0,39.7999992370605,36.6399993896484,29.6299991607666,21.5499992370605,17.1700000762939,20.4799995422363,23.6399993896484,25.6900005340576,26.4099998474121,27.1800003051758,23.7399997711182,20.6800003051758,17.5900001525879,14.7600002288818,11.6999998092651,9.84000015258789
Portugal,8.57999992370605,9.55000019073486,12.039999961853,14.5500001907349,16.0,17.0499992370605,14.210000038147,9.5,9.18000030517578,8.25,8.94999980926514,10.4300003051758,13.460000038147,14.0200004577637,16.1900005340576,16.4799995422363,16.7199993133545,16.6499996185303,20.2999992370605,22.7399997711182,30.2700004577637,37.9799995422363,38.1599998474121,34.8300018310547,32.0200004577637,27.9899997711182,23.8899993896484,20.3099994659424,18.2900009155273
Slovak Republic,25.75,25.6499996185303,25.0599994659424,27.25,24.7099990844727,21.0200004577637,22.5599994659424,23.0799999237061,31.8799991607666,36.7200012207031,38.6599998474121,37.6100006103516,33.0099983215332,32.8800010681152,30.1100006103516,26.7099990844727,20.3999996185303,19.0900001525879,27.3700008392334,33.6500015258789,33.4500007629395,34.060001373291,33.7000007629395,29.7199993133545,26.4899997711182,22.2199993133545,18.9300003051758,14.9499998092651,16.1100006103516
Slovenia,22.3999996185303,25.9500007629395,29.4099998474121,21.5,18.7900009155273,16.8899993896484,16.5900001525879,17.7000007629395,18.5400009155273,16.3400001525879,15.7200002670288,14.8900003433228,15.3699998855591,14.1000003814697,15.9399995803833,13.8500003814697,10.1000003814697,10.5,13.6700000762939,14.710000038147,15.7799997329712,20.6599998474121,21.6800003051758,20.2299995422363,16.2999992370605,15.25,11.25,8.82999992370605,8.14999961853027
Sweden,7.84999990463257,13.5100002288818,22.4599990844727,22.3999996185303,19.3199996948242,21.0400009155273,21.2999992370605,17.1000003814697,15.8699998855591,9.30000019073486,11.6599998474121,12.9200000762939,14.3100004196167,18.5300006866455,21.8999996185303,21.4200000762939,19.1599998474121,20.0599994659424,24.8799991607666,24.6499996185303,22.6700000762939,23.4699993133545,23.3500003814697,22.6399993896484,20.2099990844727,18.7700004577637,17.8199996948242,17.4200000762939,20.2199993133545
Turkey,15.2600002288818,16.2099990844727,17.6000003814697,15.9300003051758,15.4300003051758,13.3599996566772,14.1499996185303,13.9399995803833,14.75,12.789999961853,15.8599996566772,18.7199993133545,19.9500007629395,20.0400009155273,19.3600006103516,15.9799995422363,16.7299995422363,17.9300003051758,22.2199993133545,19.2600002288818,16.3199996948242,15.3100004196167,16.5100002288818,17.4799995422363,18.1299991607666,19.1299991607666,20.0799999237061,19.7299995422363,24.6399993896484
United States,13.3400001525879,14.1700000762939,13.3100004196167,12.4300003051758,12.0600004196167,11.9399995803833,11.289999961853,10.3100004196167,9.78999996185303,9.21000003814697,10.4399995803833,11.8999996185303,12.3199996948242,11.7399997711182,11.1700000762939,10.3599996566772,10.3999996185303,12.6800003051758,17.4400005340576,18.2900009155273,17.2000007629395,16.3999996185303,15.4300003051758,13.2799997329712,11.5100002288818,10.3199996948242,9.14000034332275,8.52000045776367,8.30000019073486
